pool_id,status,criterion_version,denominator,batches,n_target_decided,floats,uncertain_excluded,open_N,open_rate,open_se_design,open_se_stratified_bootstrap,open_se_naive_float_bootstrap,open_design_effect_vs_weighted_iid,open_zero_count_strata,unsampled_levels,pool_size,pool_rate,pool_se,pool_se_naive_float_bootstrap,pool_half_width_95,pool_half_width_95_rel,pool_half_width_95_rel_naive,accepted_levels_estimated,target_rel,meets_target,drift_band_first_half,drift_band_second_half,open_panels_needed_at_realised_variance,open_panels_more,hours_more_at_planning_pace,realised_seconds_per_panel,calibration_batch,calibration_verdict,rejudgement_batches,rejudgements_not_counted,no_drift_correction_because,rate_drift_corrected,rate_drift_corrected_se_design,rate_drift_corrected_se_rejudgement,rate_drift_corrected_se_total,rate_drift_corrected_half_width_95,rate_drift_corrected_half_width_95_rel,accepted_levels_drift_corrected,net_accepted_levels_drift_corrected,net_accepted_levels_half_width_95,flags
net_carbon_v1/physical/obduction,measured,phys_net_carbon_v1,"candidate levels of the pool (186,275)","rate_obduction_01,rate_obduction_02",665,469,6,186275,0.12882141062040214,0.010864747528893907,0.010313265257633293,0.013076178037141417,0.8640321955531511,3,0,186275,0.12882141062040214,0.010864747528893907,0.013076178037141417,0.021294905156632057,0.16530563556225697,0.19895224582130236,23996.20826331541,0.15,False,0.14620757916480917,0.10776362885877722,808,143,1.1400277777777776,7.2875605815831985,calib_obduction_b6,,rejudge_obduction_01,,,0.09226780443379845,0.010864747528893907,0.019625755961160157,0.022432410390183656,0.043967524364759966,0.4765207607850513,17187.185270905808,,,"rate_obduction_01: acceptance fell with position (Mann-Whitney p = 0.006; 28% in the first quarter, 15% in the last; the rate would read 0.146 like the first half, 0.108 like the second) | rate_obduction_01: positive controls 14/20 against the blind re-judgement history 48/61 (79%): Fisher p = 0.54 — within the instrument's own noise | rate_obduction_01: negative controls 4/20 against their blind history 4/24 (17%): Fisher p = 1.00; 2 of the 2 with score >= 0.5 accepted (plausible detector misses)"
net_carbon_v1/physical/subduction,measured,phys_net_carbon_v1,"candidate levels of the pool (133,307)",rate_subduction_01,779,548,15,133307,0.18738977257005085,0.013117930047141783,0.0129696665251389,0.014048553623602177,0.887095979721688,1,0,133307,0.18738977257005085,0.013117930047141783,0.014048553623602177,0.025711142892397894,0.13720675648286218,0.1469405972621422,24980.36841199577,0.15,True,0.22312284021133832,0.148718328012115,652,0,0.0,102.4266826923077,calib_subduction_v1_pass2,,,rejudge_subduction_01,"not reported — the calibration copy labelled before rejudge_subduction_01 (on 2026-09-08) read stricter than the reference: 13/42 accepted against the reference's 17/42, κ 0.73 — so that second look does not correct a rate. Its rows stay in the label table. A fresh second look, labelled after a calibration copy that passes, is what fills this in.",,,,,,,,,,"rate_subduction_01: acceptance fell with position (Mann-Whitney p = 0.005; 27% in the first quarter, 19% in the last; the rate would read 0.223 like the first half, 0.149 like the second)"
